Sample	Top over-represented sequence	Sum of remaining over-represented sequences
RAP1_IAA_30M_REP1_1	0.28318370789901787	5.097306742182322
RAP1_IAA_30M_REP1_2	0.25908296680122916	3.5910104235705247
RAP1_UNINDUCED_REP1	0.3262022453921431	5.369328983970061
RAP1_UNINDUCED_REP2	0.3060887657420652	5.529603585039662
WT_REP1_1	0.41078279734045764	7.447321374766485
WT_REP1_2	0.36357792820842455	5.096117148424162
WT_REP2_1	0.36977491961414793	6.398713826366559
WT_REP2_2	0.27934083601286175	4.79903536977492
