Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
RAP1_IAA_30M_REP1_1 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.016	0.020999999999999998	0.027	0.041999999999999996	0.059	0.089	0.126	0.155	0.21200000000000002	0.26	0.348	0.444	0.534	0.646	0.8280000000000001	1.017	1.197	1.45	1.744	2.08	2.458	2.902	3.394	3.75
RAP1_IAA_30M_REP1_2 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.016	0.020999999999999998	0.027	0.041999999999999996	0.06	0.091	0.128	0.158	0.21500000000000002	0.266	0.354	0.45	0.5409999999999999	0.6559999999999999	0.8320000000000001	1.021	1.196	1.446	1.734	2.064	2.437	2.874	3.372	3.738
RAP1_UNINDUCED_REP1 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.009000000000000001	0.014	0.020999999999999998	0.033	0.052000000000000005	0.07400000000000001	0.108	0.153	0.186	0.22799999999999998	0.31799999999999995	0.41400000000000003	0.508	0.639	0.782	0.968	1.1840000000000002	1.452	1.721	2.091	2.464	2.955	3.474	4.086	4.538
RAP1_UNINDUCED_REP2 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.006	0.009000000000000001	0.0125	0.020999999999999998	0.0305	0.054000000000000006	0.07500000000000001	0.10250000000000001	0.131	0.1735	0.25	0.321	0.40249999999999997	0.5025	0.636	0.8069999999999999	1.029	1.2755	1.5885	1.931	2.2969999999999997	2.7560000000000002	3.277	3.849	4.307
WT_REP1_1 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0025	0.008	0.010499999999999999	0.016	0.0205	0.0275	0.042499999999999996	0.0695	0.0995	0.1355	0.16999999999999998	0.22199999999999998	0.2855	0.34750000000000003	0.4375	0.556	0.688	0.8805000000000001	1.103	1.3245	1.589	1.9165	2.2809999999999997	2.725	3.2025	3.757	4.156
WT_REP1_2 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0025	0.008	0.009999999999999998	0.015	0.0195	0.0265	0.039999999999999994	0.0655	0.0955	0.132	0.16799999999999998	0.219	0.28049999999999997	0.3435	0.4335	0.5529999999999999	0.685	0.8785000000000001	1.0975	1.318	1.5785	1.9020000000000001	2.263	2.7035	3.1755	3.7270000000000003	4.128
WT_REP2_1 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.009000000000000001	0.018	0.03	0.045	0.057999999999999996	0.081	0.11399999999999999	0.14900000000000002	0.186	0.237	0.30600000000000005	0.387	0.49	0.626	0.748	0.927	1.1400000000000001	1.403	1.7189999999999999	2.028	2.433	2.872	3.4050000000000002	3.973	4.412
WT_REP2_2 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.009000000000000001	0.018	0.03	0.045	0.06	0.08199999999999999	0.11399999999999999	0.14900000000000002	0.186	0.239	0.30400000000000005	0.386	0.489	0.621	0.737	0.911	1.125	1.3900000000000001	1.704	2.0220000000000002	2.4219999999999997	2.8520000000000003	3.3840000000000003	3.932	4.368
