#Transcript position	Transcript coverage profile
0.0	6.530760642145875
1.0	17.95062241646706
2.0	26.40113748662308
3.0	32.848419027043164
4.0	38.31836271722028
5.0	43.35341331396491
6.0	49.42455909173816
7.0	52.21217640576625
8.0	55.9061720793426
9.0	58.880480114681376
10.0	58.05610033022667
11.0	57.48317501087399
12.0	60.24779680468792
13.0	60.485375284008164
14.0	61.740459446019784
15.0	59.79879142013537
16.0	56.768224497317846
17.0	55.36972140649287
18.0	55.57707327204945
19.0	54.83632248679632
20.0	54.94712301514588
21.0	52.11146516921863
22.0	49.64856582811957
23.0	49.230564054733506
24.0	49.375182329067655
25.0	49.48044629049413
26.0	49.45359682749146
27.0	48.42151995126859
28.0	52.00673385628602
29.0	53.506501659529825
30.0	55.78515556539775
31.0	54.34944254094506
32.0	55.63434184562484
33.0	58.188508204655264
34.0	60.22967291111315
35.0	58.83450185175972
36.0	56.885405988113035
37.0	59.914670414682156
38.0	60.79094946762671
39.0	59.59487945044923
40.0	59.806652710474935
41.0	58.2086644804551
42.0	57.63253002754591
43.0	56.64944238424893
44.0	56.00430207094878
45.0	55.173688961619554
46.0	55.92449557672376
47.0	56.448395955632485
48.0	54.49245988242817
49.0	53.42134746268468
50.0	55.305589171676104
51.0	56.76224848848711
52.0	59.10680567399624
53.0	60.065067310275516
54.0	60.1083693858819
55.0	57.94688321151305
56.0	57.4518067895719
57.0	56.83330641536674
58.0	56.06385263412813
59.0	55.06558276427133
60.0	56.874607448687755
61.0	55.33882577673024
62.0	55.7336882638856
63.0	57.482266337271845
64.0	59.17039245320736
65.0	60.15265599560417
66.0	62.67733636662401
67.0	60.010303730271204
68.0	58.712662864601235
69.0	58.23500490101742
70.0	56.67879471363264
71.0	57.61605855210413
72.0	58.76212865090953
73.0	58.79074210714489
74.0	59.54062437643041
75.0	60.65873659454041
76.0	58.36817807135024
77.0	55.16631197228422
78.0	53.82707982087516
79.0	54.882494114820446
80.0	55.40172923477311
81.0	53.332996581546745
82.0	51.93727869849385
83.0	51.92826480156712
84.0	49.43269134648737
85.0	46.08638072686792
86.0	45.56153667359771
87.0	45.80078249216539
88.0	43.133050037893064
89.0	39.105148559299735
90.0	35.17077589371923
91.0	31.448286213122625
92.0	25.31558745708733
93.0	18.321670535281317
94.0	14.938847919464301
95.0	13.06747178938353
96.0	12.619274178585403
97.0	9.156738796857471
98.0	4.726995814114548
99.0	1.214703425229741
