#Transcript position	Transcript coverage profile
0.0	2.463162603901423
1.0	7.944939648505631
2.0	12.22591173157907
3.0	16.49398699686114
4.0	19.003660035568142
5.0	21.783131797049634
6.0	25.87405658088879
7.0	28.244912977595764
8.0	29.76940685232468
9.0	30.23185890005938
10.0	30.104257443283146
11.0	29.918337634193122
12.0	32.55934083794527
13.0	33.903369991919654
14.0	33.829027700990395
15.0	32.8864885105343
16.0	30.26863756398843
17.0	29.266674862423947
18.0	30.771769965720623
19.0	31.43420645446912
20.0	31.184663397801412
21.0	30.51020723879377
22.0	29.683690123683355
23.0	28.300636909321813
24.0	27.62950203069663
25.0	27.31628217860338
26.0	27.453163196465418
27.0	26.749923737312553
28.0	28.19639892589146
29.0	29.251701202854015
30.0	31.293705446755418
31.0	30.710523906515068
32.0	32.29312584487922
33.0	33.55886968937664
34.0	34.617500531094734
35.0	34.006454181320585
36.0	34.23038982959316
37.0	34.78203459646761
38.0	34.07419957703465
39.0	31.961012219856144
40.0	32.026409797090125
41.0	31.261999735239222
42.0	30.79945810981577
43.0	29.929463445572402
44.0	28.75065599412483
45.0	28.78093539472202
46.0	29.484313797537734
47.0	29.319570481322184
48.0	28.012243376050417
49.0	27.583261513206786
50.0	28.95728250214607
51.0	29.823620031674494
52.0	31.734021986330056
53.0	31.633440668670126
54.0	31.676605498361702
55.0	30.671580050031395
56.0	31.05784555102845
57.0	30.71548826635847
58.0	29.847818830621275
59.0	28.810416940344098
60.0	29.848924009737942
61.0	29.802408087555794
62.0	29.484241528609612
63.0	29.355541115797863
64.0	30.526445429260264
65.0	30.403512351328732
66.0	31.747679848259903
67.0	30.800692531528455
68.0	31.103526685068964
69.0	30.48724921270181
70.0	29.927116686210944
71.0	30.30697392655562
72.0	31.550876685682017
73.0	31.550151178282864
74.0	31.940304175411065
75.0	32.498010500242835
76.0	32.093840083404785
77.0	30.60069638373018
78.0	30.523205362024065
79.0	31.861234968078993
80.0	32.58490036513598
81.0	31.088392364730957
82.0	30.530303238720595
83.0	30.723527479662216
84.0	28.226020516424477
85.0	26.953114720401228
86.0	26.352260232040656
87.0	25.73166337054067
88.0	24.213936341322416
89.0	21.427323827957505
90.0	19.3220333967221
91.0	18.134842694905092
92.0	14.785757033976015
93.0	10.139731440191198
94.0	8.397412888723313
95.0	6.775960583492555
96.0	5.993910014226742
97.0	3.8554996264274917
98.0	1.853983511766875
99.0	0.5145970129633037
